	Gene	BST_2_cut1	BST_5_cut1	BST_6_cut1	BST_7_cut1	BST_8_cut1	BST_9_cut1	BST_10_cut1	BST_11_cut1	BST_12_cut1	BST_13_cut1	BST_15_cut1	BST_16_cut1	BST_17_cut1	BST_20_cut1	BST_22_cut1	BST_23_cut1	BST_26_cut1	BST_27_cut1	BST_28_cut1	BST_30_cut1	BST_31_cut1	BST_32_cut1	BST_33_cut1	BST_35_cut1	BST_36_cut1	BST_37_cut1	BST_38_cut1	BST_39_cut1	baseMean	log2FoldChange	lfcSE	pvalue	padj
1	hsa-let-7a-3p&NA&iso-21-4L2MUYWZD	7.21596852496521	13.5081610278549	2.49266033102579	8.66474044588116	31.3256809770904	10.7624457444413	8.01771647668731	9.4927328997088	5.98646422752399	7.4316476514196	12.7912185496279	15.7893349294061	10.4544046317642	6.07525786190806	14.703470672331	3.04655527936406	8.78580880166401	17.5958464909802	9.21307576492848	17.2234826074315	9.2038284653189	3.99835597033758	14.5445887931111	0	0	6.29650475037067	8.98507825517674	1.89446827781756	9.48212494314773	0.0338193220147634	0.112039333823143	0.279836334711122	0.692868041949911
2	hsa-let-7a-3p&iso_3p:+1&iso-22-4L2MUYWZJ	10.8239527874478	6.23453585900993	4.15443388504298	5.41546277867572	10.8958890355097	6.62304353504081	8.01771647668731	11.0748550496603	3.5918785365144	8.36060360784705	6.39560927481395	4.64392203806061	6.72068869184844	1.51881446547702	9.04828964451139	0	2.51023108618972	5.49870202843131	6.14205050995232	17.2234826074315	9.2038284653189	4.99794496292198	4.11639305465409	4.67004754394124	4.34847339648763	1.39922327786015	0	5.68340483345269	6.04690990831389	0.0472985617354441	0.118606331648604	0.155756544716037	NA
3	hsa-let-7a-3p&iso_3p:+2&iso-23-4L2MUYWZD3	1.20266142082754	2.07817861966998	0	0.541546277867572	0	1.6557608837602	2.18664994818745	0	3.5918785365144	1.8579119128549	1.27912185496279	0	0.74674318798316	1.51881446547702	3.39310861669177	4.06207370581875	1.25511554309486	0	4.09470033996822	0	1.84076569306378	2.99876697775319	0	2.33502377197062	0	1.04941745839511	0	0	1.3460085433879	0.0193475376953094	0.110686718002349	0.254048916094633	NA
4	hsa-let-7a-3p&iso_3p:-1&iso-20-4L2MUYWZ	10.8239527874478	20.7817861966998	4.15443388504298	14.6217495024245	6.80993064719356	4.1394022094005	10.9332497409372	10.2837939746845	9.57834276403839	13.0053833899843	12.7912185496279	11.1454128913455	16.4283501356295	7.59407232738508	13.5724344667671	14.2172579703656	5.02046217237943	13.1968848682351	13.3077761048967	9.47291543408734	9.2038284653189	7.99671194067516	15.3678674040419	2.33502377197062	0	11.1937862228812	15.7238869465593	3.78893655563513	10.2674589759163	-0.00750587381155742	0.102532314390201	0.838429199029744	0.962282800004549
5	hsa-let-7a-3p&iso_3p:-2&iso-19-4L2MUYJQ	6.01330710413768	4.15635723933995	2.49266033102579	3.79082394507301	1.36198612943871	0.827880441880101	1.45776663212497	2.3731832249272	1.1972928455048	6.50269169499215	1.27912185496279	5.57270644567274	2.98697275193264	9.11288679286209	7.91725343894747	9.13966583809218	6.27557771547429	7.69818283980383	1.02367508499205	4.30587065185788	6.44267992572323	2.99876697775319	3.29311444372327	5.83755942992656	0	3.14825237518534	2.24626956379419	7.57787311127025	4.17965638680066	-0.00696319027234262	0.105831301144214	0.803448776830568	NA
6	hsa-let-7a-3p&iso_3p:-3&iso-18-4L2MUY03	0	5.19544654917494	6.64709421606877	6.49855533441087	5.44794451775485	4.1394022094005	10.2043664248748	2.3731832249272	5.98646422752399	3.7158238257098	6.39560927481395	11.1454128913455	2.24022956394948	3.03762893095403	2.26207241112785	0	3.76534662928457	2.19948081137252	0	4.30587065185788	0.920382846531891	5.99753395550637	6.03737648015934	2.33502377197062	5.79796452865017	3.14825237518534	2.24626956379419	5.68340483345269	4.20450500177864	0.011598666306571	0.106715581102937	0.672544001858132	NA
7	hsa-let-7a-3p&iso_add3p:1&iso-21-4L2MUYWZE	0	0	0	0	0	0	2.18664994818745	0	0	3.7158238257098	2.55824370992558	0	0	6.07525786190806	0	0	0	1.09974040568626	2.04735016998411	2.58352239111473	0	0.999588992584395	0.548852407287212	2.33502377197062	1.44949113216254	1.04941745839511	0	1.89446827781756	1.01940822688334	0.00697901882218856	0.109083513219047	0.58649920885096	NA
8	hsa-let-7a-3p&iso_add3p:1&iso-22-4L2MUYWZ3	52.9171025164116	47.7981082524095	37.3899049653868	36.2836006171273	65.3753342130582	43.0497829777652	66.3283817616859	58.5385195482043	23.945856910096	56.6663133420745	85.7011642825069	29.7211010435879	32.8567002712591	25.8198459131093	66.7311361282715	28.4345159407312	18.8267331464229	24.1942889250977	40.9470033996822	37.8916617363493	20.2484226237016	39.9835597033758	39.7917995283229	40.8629160094859	26.0908403789258	50.0222321835003	22.4626956379419	34.1004290007161	41.1778553913288	0.00978063559854411	0.0979736529555503	0.82628399193434	0.961637323593633
9	hsa-let-7a-5p&NA&iso-22-XKVLRYVPQ	7455.29814770989	4677.98007287712	8294.74269487682	8647.95251126726	3893.91834406528	7616.50006529693	5227.55114280013	14835.5594000949	8806.08887868779	5629.47309595035	4618.90901827063	7661.5425783924	10570.1498259016	7903.91047834239	8384.37139184537	7519.91394789696	8472.02991589029	6775.50063943306	5584.14758863165	6776.57923189393	4358.93316117503	7007.11883801661	5215.74442645038	7607.50744908029	8966.55214355749	5828.81436974592	8048.38384707457	6357.83554035574	7240.8217409136	-0.0719416887954491	0.108589059505795	0.197055145407482	0.60656843976762
10	hsa-let-7a-5p&iso_3p:+1&iso-23-XKVLRYVP0Q	264.585512582058	208.856951276833	327.369390141387	468.43753035545	93.9770429312711	402.349894753729	255.109160621869	764.956059501534	448.984817064299	138.41443750769	186.751790824567	351.080506077382	470.448208429391	270.348974854909	321.214282380154	234.584756511033	553.505954504832	277.134582232938	190.403565808522	204.959443028435	134.375895593656	344.858202441616	257.686205221346	402.791600664932	433.3978485166	233.32048158318	366.141938898452	333.426416895891	319.266837542999	-0.0607611610715236	0.118023985947716	0.203872366723414	0.612582209889027
