	Gene	BST_2_cut1	BST_5_cut1	BST_6_cut1	BST_7_cut1	BST_8_cut1	BST_9_cut1	BST_10_cut1	BST_11_cut1	BST_12_cut1	BST_13_cut1	BST_15_cut1	BST_16_cut1	BST_17_cut1	BST_20_cut1	BST_22_cut1	BST_23_cut1	BST_26_cut1	BST_27_cut1	BST_28_cut1	BST_30_cut1	BST_31_cut1	BST_32_cut1	BST_33_cut1	BST_35_cut1	BST_36_cut1	BST_37_cut1	BST_38_cut1	BST_39_cut1	baseMean	log2FoldChange	lfcSE	pvalue	padj
1	hsa-let-7a-3p&NA&iso-21-4L2MUYWZD	6.57031709105299	13.4298945547478	2.5285412724151	8.67805929233167	33.1408996210635	10.9933552610298	8.27913028616265	9.31349914766598	5.99416955410741	8.20239466825349	12.7320736100214	16.5338003677409	10.218535879113	6.03751122255078	15.0258204723495	3.09122622575098	9.02720380309657	17.0760494070698	9.02542685531903	18.2898042752859	10.3551943988924	3.99764099078031	14.7544479792829	0	0	6.6897323772816	8.79477549850433	1.92676781584555	9.66808114027556	0.0292791186396377	0.0975774320073864	0.218219432433366	0.650747554783371
2	hsa-let-7a-3p&iso_3p:+1&iso-22-4L2MUYWZJ	9.85547563657948	6.19841287142205	4.21423545402516	5.96616576347803	11.0469665403545	6.76514169909527	9.03177849399562	10.8657490056103	3.59650173246444	8.20239466825349	6.36603680501071	4.86288246110028	7.29895419936644	1.50937780563769	9.24665875221511	0	2.57920108659902	5.3362654397093	6.01695123687935	19.1607473360138	9.41381308990221	4.99705123847539	4.09845777202303	4.70463614896947	4.31074628571266	1.40836471100665	0	5.78030344753665	6.17261677433701	0.0416645179906497	0.103970843292617	0.105157416670831	NA
3	hsa-let-7a-3p&iso_3p:+2&iso-23-4L2MUYWZD3	1.09505284850883	2.06613762380735	0	0.54237870577073	0	1.69128542477382	2.2579446234989	0	3.59650173246444	1.822754370723	1.27320736100214	0	0.729895419936644	1.50937780563769	3.46749703208067	4.12163496766798	1.28960054329951	0	4.01130082458623	0	1.88276261798044	2.99823074308524	0	2.35231807448473	0	1.05627353325499	0	0	1.3487197947344	0.0156530963191185	0.0951786239441667	0.227138211008234	NA
4	hsa-let-7a-3p&iso_3p:-1&iso-20-4L2MUYWZ	10.9505284850883	21.6944450499772	4.21423545402516	15.7289824673512	6.90435408772156	4.22821356193454	11.2897231174945	10.0896240766381	9.59067128657185	12.759280595061	12.7320736100214	11.6709179066407	16.0576992386062	7.54688902818847	13.8699881283227	14.4257223868379	5.15840217319804	12.8070370553023	13.0367276799053	10.4513167287348	9.41381308990221	7.99528198156063	15.3009090155527	2.35231807448473	0	11.2669176880532	15.3908571223826	3.8535356316911	10.3850165971874	-0.0017036473549386	0.0892054392233201	0.952130191627726	0.988191544601545
5	hsa-let-7a-3p&iso_3p:-2&iso-19-4L2MUYJQ	5.47526424254416	4.1322752476147	2.5285412724151	3.79665094039511	1.38087081754431	0.845642712386909	1.50529641566594	2.3283747869165	1.19883391082148	6.37964029753049	1.27320736100214	6.80803544554039	2.91958167974658	9.05626683382617	8.09082640818822	10.3040874191699	6.44800271649755	8.53802470353489	1.00282520614656	4.35471530363951	6.58966916293155	2.99823074308524	3.5519967357533	5.88079518621183	0	3.16882059976497	2.19869387462608	7.7070712633822	4.30222290310292	-0.00883855599494077	0.0920904640503235	0.680645030089758	NA
6	hsa-let-7a-3p&iso_3p:-3&iso-18-4L2MUY03	0	5.16534405951838	6.74277672644026	6.50854446924876	5.52348327017725	4.22821356193454	10.5370749096616	2.3283747869165	5.99416955410741	4.5568859268075	6.36603680501071	11.6709179066407	2.18968625980993	3.01875561127539	2.31166468805378	0	5.15840217319804	2.13450617588372	0	4.35471530363951	0.941381308990221	5.99646148617047	6.28430191710199	2.35231807448473	7.18457714285443	3.52091177751663	2.19869387462608	5.78030344753665	4.39458932920018	0.00955083767357616	0.0923991376803266	0.649190104289703	NA
7	hsa-let-7a-3p&iso_add3p:1&iso-21-4L2MUYWZE	0	0	0	0	0	0	2.2579446234989	0	0	3.645508741446	2.54641472200429	0	0	6.03751122255078	0	0	0	1.06725308794186	2.00565041229312	2.61282918218371	0	0.999410247695078	0.546461036269738	2.35231807448473	1.43691542857089	1.05627353325499	0	1.92676781584555	1.01754493314427	0.00556422582802304	0.0939008951295711	0.567900033822769	NA
8	hsa-let-7a-3p&iso_add3p:1&iso-22-4L2MUYWZ3	51.4674838799151	49.5873029713764	38.7709661770315	37.4241306981803	69.0435408772156	44.8190637565062	69.996283328466	58.9854946018845	23.9766782164296	57.4167626777744	87.8513079091478	31.1224477510418	33.5751893170856	27.1688005014785	71.6616053296671	31.9426709994268	19.3440081494927	23.4795679347209	41.1158334520089	39.1924377327556	20.7103887977849	39.9764099078031	40.1648861658257	41.1655663034828	25.8644777142759	51.4053119517429	21.9869387462608	34.6818206852199	42.2820491619286	0.0132026273396398	0.0873028493269214	0.706688680870582	0.920627294131704
9	hsa-let-7a-5p&NA&iso-22-XKVLRYVPQ	6933.87463675792	4716.99219515218	8583.55477275845	8813.65396877436	4021.09582068904	7927.90042862727	5506.37428850599	14807.6875198599	8973.27182249879	5611.34933027075	4689.22271057089	8161.8619227107	10523.6321646465	8013.28677013052	8713.82004161871	7769.28191405413	8904.69175148312	6695.94587374724	5562.67141849496	6991.05994846287	4551.57862896772	7148.7815017629	5279.63330192007	7801.46289402862	9069.81018513943	5970.41010113496	8040.62349950758	6583.76562674425	7370.26053710785	-0.0525133632293732	0.0941420130490285	0.25595677657026	0.686136978088693
10	hsa-let-7a-5p&iso_3p:+1&iso-23-XKVLRYVP0Q	247.481943762996	212.812175252157	335.453142140403	479.462775901325	95.2800864105576	421.130070768681	270.953354819868	765.259179966555	459.153387844627	139.440709360309	188.434689428317	373.469373012501	470.782545859135	270.178627209147	332.879715079744	247.298098060079	586.768247201277	278.553055952826	189.5339639617	212.510106817608	139.324433730553	354.790637931753	262.028066891339	417.53645822104	433.948459428407	241.534547937641	367.181877062556	348.744974668045	326.49731088147	-0.0413821834721328	0.0984056454951127	0.244627807091399	0.6776814722532
