	Gene	SRR7218579	SRR7218580	SRR7218581	SRR7218582	SRR7218583	SRR7218584	SRR7218585	SRR7218586	baseMean	log2FoldChange	lfcSE	pvalue	padj
1	hsa-let-7a-5p&iso_3p:-1&iso-21-XKVLRYVPE	2.95553330707933	8.07056136777972	4.85169674948249	0	3.45164229558687	9.490902972733	28.1346369726345	20.2828645142933	9.65472977244865	-1.15940394936548	0.948336740102448	0.0422243111021146	0.116928861513548
2	hsa-let-7a-5p&iso_3p:-2&iso-20-XKVLRYVP	4.433299960619	3.85983369763378	0	0	5.17746344338031	9.490902972733	13.3639525620014	14.4877603673524	6.35165162546498	-1.17707037200749	0.989589818156565	0.0456544048047626	0.12396324484189
3	hsa-let-7b-5p&iso_3p:-1&iso-21-XKVLRY98E	45.8107662597296	54.3885657393851	9.70339349896497	7.50039307844987	48.6681563677749	83.5199461600504	168.807821835807	172.404348371493	73.8504239139569	-1.52308515989945	0.734668271759808	0.00631919925567396	0.0454982346408525
4	hsa-let-7b-5p&iso_3p:-3&iso-19-XKVLRYK0	0	4.5616216426581	0	0	1.38065691823475	5.6945417836398	6.33029331884276	1.44877603673524	2.42698621251383	-0.277321169668074	0.763936780774952	0.477569930771533	NA
5	hsa-let-7b-5p&iso_add3p:1&iso-22-XKVLRY98O	1.47776665353967	3.15804575260946	0	0.681853916222716	6.55812036161505	3.7963611890932	15.474050334949	10.1414322571467	5.16095380814697	-0.653386722771469	0.820206881597618	0.177797062836524	0.294284793660454
6	hsa-let-7b-5p&iso_add3p:2&iso-24-XKVLRY98KI	0	1.05268191753649	0	0	2.07098537735212	0	14.7706844106331	5.79510414694095	2.96118198155783	-0.807005147422902	1.14630259402788	0.0893494252059025	NA
7	hsa-let-7d-5p&iso_3p:-1&iso-21-FKVLRYJPE	0	2.45625780758513	0	0	0.345164229558687	1.8981805945466	4.92356147021104	4.34632811020571	1.7461865265134	-0.431981657788334	0.863068246375645	0.270086733560595	NA
8	hsa-let-7f-5p&iso_3p:-1&iso-21-XKVL5YVPE	1.47776665353967	5.61430356019459	0	0	1.03549268867606	3.7963611890932	22.5077095781076	14.4877603673524	6.11492425462044	-1.4084679444848	1.2469155440029	0.0309144007180893	0.10117440235011
9	hsa-let-7f-5p&iso_3p:-2&iso-20-XKVL5YVP	4.433299960619	1.75446986256081	0	0	1.72582114779344	1.8981805945466	4.22019554589518	13.0389843306171	3.38386893025402	-1.24848682122742	1.25171202925226	0.0426648646498732	NA
10	hsa-let-7g-5p&iso_3p:-1&iso-21-XKVL7YUPE	11.8221332283173	21.4045323232419	9.70339349896497	0	16.567883018817	30.3708895127456	47.8288828534787	49.258385248998	23.3695124605704	-0.938984601710567	0.79386874166988	0.0700347749508292	0.162661412789023
